id_l,name_l,id_r,name_r
http://www.wikidata.org/entity/Q1657258,Columbia Metropolitan Airport,node1fltop9u6x81050183,Columbia Metropolitan
http://www.wikidata.org/entity/Q1657268,Djibo Airport,node1fm7c5o0ox65222309,Djibo Airport
http://www.wikidata.org/entity/Q1657459,Dr. Juan C. Angara Airport,node1fm502h1sx69673304,Baler Airport
http://www.wikidata.org/entity/Q1657563,Tshabong Airport,node1fm7c5s7cx64185553,Tshabong Airport
http://www.wikidata.org/entity/Q1657700,Francistown Airport,node1fm7c5nbnx17735147,Francistown
http://www.wikidata.org/entity/Q1657751,Bellary Airport,node1fltop76nx5719928,Bellary Airport
http://www.wikidata.org/entity/Q1657788,Diu Airport,node1fm28schax10908769,Diu Airport
http://www.wikidata.org/entity/Q1657788,Diu Airport,node1fm28u4nhx66946720,Diu
http://www.wikidata.org/entity/Q1657788,Lapangan Terbang Diu,node1fm28schax10908769,Diu Airport
http://www.wikidata.org/entity/Q1657788,Lapangan Terbang Diu,node1fm28u4nhx66946720,Diu
http://www.wikidata.org/entity/Q1657797,Dera Ismail Khan Airport,node1fm19ct0ox100505108,Dera Ismael Khan Airport
http://www.wikidata.org/entity/Q1657827,Comandante Espora Airport,node1fm502h1sx8396645,Bahia Blanca Airport (BHI)
http://www.wikidata.org/entity/Q1657877,Dobo Airport,node1fm28tsqdx5857941,Dobo Airport
http://www.wikidata.org/entity/Q1657970,Comodoro D. Ricardo Salomón Airport,node1fltlo0fdx111774571,Malargue International Airport
http://www.wikidata.org/entity/Q1657980,Dourados Airport,node1fltlp8eux53289880,Dourados Airport
http://www.wikidata.org/entity/Q1657996,Belaga Airport,node1fltlo0e2x10988496,Belaga Airport
http://www.wikidata.org/entity/Q1658016,Dalbandin Airport,node1fm19e3jjx90575567,Dalbandin Airport
http://www.wikidata.org/entity/Q1658147,Comandante Gustavo Kraemer Airport,node1fm9vh48px14820212,Comandante Gustavo Kraemer Airport
http://www.wikidata.org/entity/Q1658220,Dolpa Airport,node1fm28uc01x10617573,Dolpa Airport
http://www.wikidata.org/entity/Q1658243,Devi Ahilyabai Holkar Airport,node1flvnja9mx20731901,Devi Ahilya Bai Holkar
http://www.wikidata.org/entity/Q1658250,Corn Island Airport,node1fm28u4kdx2842737,Corn Island Airport
http://www.wikidata.org/entity/Q1658259,Clyde River Airport,node1fm7c5lg2x64270345,Clyde River Airport
http://www.wikidata.org/entity/Q1658290,Dillingham Airport,node1fltoouqmx42552278,Dillingham Airport
http://www.wikidata.org/entity/Q1658290,Dillingham Airport,node1fm19dbqpx84800586,Dillingham
http://www.wikidata.org/entity/Q1658303,Delano Municipal Airport,node1fltlp4uvx47142147,Delano Municipal Airport
http://www.wikidata.org/entity/Q1658368,Dirranbandi Airport,node1fltlo6uox16541664,Dirranbandi Airport
http://www.wikidata.org/entity/Q1658491,Dimapur Airport,node1fltlo507x48322345,Dimapur Airport
http://www.wikidata.org/entity/Q1658491,Dimapur Airport,node1fm28st5mx41267785,Dimapur
http://www.wikidata.org/entity/Q1658528,Cornwall Regional Airport,node1fma02roix2960930,Cornwall Regional Airport
http://www.wikidata.org/entity/Q1658886,Benbecula Airport,node1fltop290x103369651,Benbecula Airport
http://www.wikidata.org/entity/Q1675277,Ithaca Tompkins Regional Airport,node1fm19d774x10341073,Ithaca Tompkins Regl
http://www.wikidata.org/entity/Q16827059,Alférez Armando Rodríguez Airport,node1fltop8lmx26956999,Alferez Armando Rodriguez Airport
http://www.wikidata.org/entity/Q16827059,Alférez Armando Rodríguez Airport,node1fm19d982x832579,Alferez Armando Rodriguez Airport
http://www.wikidata.org/entity/Q16827059,Alférez Armando Rodríguez Airport,node1fm28u2qfx67063943,Alferez Armando Rodriguez Airport
http://www.wikidata.org/entity/Q16827059,Alférez Armando Rodríguez Airport,node1fm28u5etx63745634,Alferez Armando Rodriguez Airport
http://www.wikidata.org/entity/Q16827059,Alférez Armando Rodríguez Airport,node1fm28u7u7x10871870,Alferez Armando Rodriguez Airport
http://www.wikidata.org/entity/Q16827059,Alférez Armando Rodríguez Airport,node1fm9vh91qx12370303,Alferez Armando Rodriguez Airport
http://www.wikidata.org/entity/Q16890955,El Tuqui Airport,node1fm00fhkax93869724,El Tuqui Airport
http://www.wikidata.org/entity/Q16891258,Festus Memorial Airport,node1fm19d10vx99075679,Festus Memorial Airport
http://www.wikidata.org/entity/Q16892446,Hood Army Airfield,node1fltlnoh1x11336149,Hood Army Airfield
http://www.wikidata.org/entity/Q16892509,Huacaraje Airport,node1fm28uhcjx20783152,Huacaraje Airport
http://www.wikidata.org/entity/Q16895081,Mid-Way Regional Airport,node1fm7rljrqx19390677,Mid-Way Regional Airport
http://www.wikidata.org/entity/Q16895315,Monteagudo Airport,node1fm5jsrk5x37099808,Monteagudo Airport
http://www.wikidata.org/entity/Q16897548,Vahitahi Airport,node1flvnjf0sx106365624,Vahitahi Airport
http://www.wikidata.org/entity/Q16897741,Zyryanka Airport,node1flvnj8rrx5105337,Zyryanka
http://www.wikidata.org/entity/Q16898762,Primer Teniente Jorge Eduardo Casco Airport,node1fltop76nx93795198,Presidencia Roque Sáenz Peña Airport
http://www.wikidata.org/entity/Q16899701,San Ramón Airport,node1fm00fb9bx102265678,San Ramón Airport
http://www.wikidata.org/entity/Q16900867,Sullivan Regional Airport,node1fltlo0l5x5941865,Sullivan Regional Airport
http://www.wikidata.org/entity/Q1692316,John Wayne Airport,node1fltlo3rux37777470,John Wayne/Orange County
http://www.wikidata.org/entity/Q1692316,John Wayne Airport,node1fm00ff2ix72336253,John Wayne Airport (Orange County Airport)
http://www.wikidata.org/entity/Q1692316,John Wayne Airport,node1fm7rkvcvx76767499,John Wayne Airport-Orange County
http://www.wikidata.org/entity/Q16924465,Jinzhou Bay Airport,node1fltlnsi4x5933410,Jinzhou Airport
http://www.wikidata.org/entity/Q16924465,Jinzhou Bay Airport,node1fltlo3l6x120283345,Liaoning Province
http://www.wikidata.org/entity/Q170169,Hannover Airport,node1fltidtvrx63351765,Hanover/Langenhagen International Airport
http://www.wikidata.org/entity/Q170169,Hannover Airport,node1fltlogv1x120754322,Hannover - Langenhagen
http://www.wikidata.org/entity/Q170169,Hannover Airport,node1fltlos1ux39738337,Hannover
http://www.wikidata.org/entity/Q170169,Hannover Airport,node1fltop8lmx8754828,Hanover Langenhagen Airport
http://www.wikidata.org/entity/Q170169,Hannover Airport,node1fm0j50djx3601428,Hanover-Langenhagen Airport
http://www.wikidata.org/entity/Q170169,Hannover Airport,node1fm0j59psx30682848,Hannover Airport (HAJ)
http://www.wikidata.org/entity/Q170169,Hannover Airport,node1fm0o4e4fx31047892,Hannover
http://www.wikidata.org/entity/Q1703557,Svolvær Airport,node1fltlnsi4x11303923,"Svolvær Airport, Helle"
http://www.wikidata.org/entity/Q1706780,Kabri Dar Airport,node1fm5043eux45626711,Kabri Dar Airport
http://www.wikidata.org/entity/Q17070369,Lumbo Airport,node1fltop24gx94202401,Lumbo Airport
http://www.wikidata.org/entity/Q1707744,Dansville Municipal Airport,node1fm19ddrnx100477759,Dansville Municipal Airport
http://www.wikidata.org/entity/Q1707887,Davenport Municipal Airport,node1fm19e3jjx91894201,Davenport Municipal Airport
http://www.wikidata.org/entity/Q1707959,Cherokee County Airport,node1fltoorcax700890,Cherokee County Airport
http://www.wikidata.org/entity/Q1708023,Danbury Municipal Airport,node1fltoorcax37900457,Danbury Municipal Airport
http://www.wikidata.org/entity/Q1708040,Chesterfield County Airport,node1fm28u2kix10859592,Chesterfield County Airport
http://www.wikidata.org/entity/Q1708068,Decatur Airport,node1fltoorcnx38548898,Decatur Airport
http://www.wikidata.org/entity/Q1708147,Chester County G. O. Carlson Airport,node1fm28srlfx64658131,Chester County G O Carlson Airport
http://www.wikidata.org/entity/Q1708248,Davison Army Airfield,node1fltlo2stx113079381,Davison Army Airfield
http://www.wikidata.org/entity/Q1708248,Davison Army Airfield,node1flvnjgolx102461272,Davison Airbase
http://www.wikidata.org/entity/Q1708248,Davison Army Airfield,node1fm00fblcx82755343,Davison Army Airfield
http://www.wikidata.org/entity/Q1708272,Chattanooga Metropolitan Airport,node1fm19dnsjx14402758,Lovell Field
http://www.wikidata.org/entity/Q1708272,Chattanooga Metropolitan Airport,node1fm28sdjix64070016,Chattanooga Metropolitan Airport (Lovell Field)
http://www.wikidata.org/entity/Q1708272,Chattanooga Metropolitan Airport,node1fm28sgmax2408590,Chattanooga Metropolitan Airport (Lovell Field)
http://www.wikidata.org/entity/Q1708272,Chattanooga Metropolitan Airport,node1fm28sgmax67987314,Chattanooga Metropolitan Airport (Lovell Field)
http://www.wikidata.org/entity/Q1708272,Chattanooga Metropolitan Airport,node1fm28u6ltx66433381,Chattanooga Metropolitan Airport (Lovell Field)
http://www.wikidata.org/entity/Q1708272,Chattanooga Metropolitan Airport,node1fm5jsq46x39741336,Chattanooga Metropolitan Airport (Lovell Field)
http://www.wikidata.org/entity/Q1708272,Chattanooga Metropolitan Airport,node1fm7c5vpqx32133475,Chattanooga Metropolitan Airport (Lovell Field)
http://www.wikidata.org/entity/Q1708282,Dare County Regional Airport,node1fm00fhkdx98966897,Dare County Regional Airport
http://www.wikidata.org/entity/Q1708320,Chicago Executive Airport,node1flvnje9mx101923004,Chicago Executive
http://www.wikidata.org/entity/Q1708338,Chautauqua County-Jamestown Airport,node1flvnj65lx68593139,Jamestown-Chautauqua
http://www.wikidata.org/entity/Q1708644,Danville Regional Airport,node1fltp0a2tx36731114,Danville Regional Airport
http://www.wikidata.org/entity/Q1708659,Cheboygan County Airport,node1fm28u37sx15908832,Cheboygan County Airport
http://www.wikidata.org/entity/Q1708682,Darlington County Jetport,node1fm7c5lg2x111432036,Darlington County Jetport Airport
http://www.wikidata.org/entity/Q1708714,Daru Airport,node1fltidtvrx21409833,Daru Airport
http://www.wikidata.org/entity/Q1708725,Daqing Sartu Airport,node1fltlo5qrx47915490,Saertu Airport
http://www.wikidata.org/entity/Q1708773,Chetumal International Airport,node1fltoota2x51496690,Chetumal Airport (CTM)
http://www.wikidata.org/entity/Q1708812,Daytona Beach International Airport,node1fltooqf5x42442251,Daytona Beach International Airport
http://www.wikidata.org/entity/Q1708812,Daytona Beach International Airport,node1fm00fcflx91173104,Daytona Beach Airport (DAB)
http://www.wikidata.org/entity/Q1708821,Dandong Langtou Airport,node1fltlnusqx110391564,Dandong Airport
http://www.wikidata.org/entity/Q1708881,Chibougamau/Chapais Airport,node1fm00fmahx5761612,Chibougamau/Chapais Airport
http://www.wikidata.org/entity/Q1708910,Chevery Airport,node1fltoorcax101808295,Chevery Airport
http://www.wikidata.org/entity/Q1708966,Chichester/Goodwood Airport,node1fm28sgmax11124505,Goodwood Airfield
http://www.wikidata.org/entity/Q1709001,Daniel Z. Romualdez Airport,node1fm28ul3rx21034736,Daniel Z. Romualdez Airport
http://www.wikidata.org/entity/Q1709003,Chesterfield Inlet Airport,node1fm28tvsdx18319325,Chesterfield Inlet Airport
http://www.wikidata.org/entity/Q1709017,Datadawai Airport,node1flucmsvix32348625,Datadawai Airport
http://www.wikidata.org/entity/Q1709039,Chicoutimi/Saint-Honoré Aerodrome,node1fltlovlcx100596500,Chicoutimi/St-Honore Airport
http://www.wikidata.org/entity/Q1709052,Dawson Community Airport,node1fm28tpkdx35765892,Dawson Community
http://www.wikidata.org/entity/Q1709070,Daniel Field,node1fltlo3rux53503551,Daniel Field
http://www.wikidata.org/entity/Q17108482,Lebakeng Airport,node1fm19d982x41530838,Lebakeng Airport
http://www.wikidata.org/entity/Q17333365,Bogorodskoye Airport,node1fm0j4q9rx50181709,Bogorodskoye Airport
http://www.wikidata.org/entity/Q174194,Archerfield Airport,node1fltlo0igx83873576,Archerfield
http://www.wikidata.org/entity/Q174194,Archerfield Airport,node1fltlo0l5x124091477,Brisbane Archerfield Airport
http://www.wikidata.org/entity/Q17430,Roland Garros Airport,node1fltlodlkx62763959,Roland Garros
http://www.wikidata.org/entity/Q17430,Roland Garros Airport,node1fm7rlojmx663603,Roland Garros Airport
http://www.wikidata.org/entity/Q17437766,Old Feijó Airport,node1fm19d76lx87864925,Feijó Airport
http://www.wikidata.org/entity/Q17441,Armidale Airport,node1fm00fgdsx77620810,Armidale Airport
http://www.wikidata.org/entity/Q17441,Armidale Airport,node1fm7c5lrqx95286052,Armidale
http://www.wikidata.org/entity/Q17443,Ballina Byron Gateway Airport,node1fm28u98ix43371740,Ballina Airport
http://www.wikidata.org/entity/Q174764,Yangon International Airport,node1fm19dbqpx63381882,Yangon International Airport
http://www.wikidata.org/entity/Q17480,Antwerp International Airport,node1fm00fgdsx87910445,Deurne
http://www.wikidata.org/entity/Q17480,Antwerp International Airport,node1fm00fl9vx57667901,Аэропорт Антверпен
http://www.wikidata.org/entity/Q1748568,Kirovsk-Apatity Airport,node1fm28s7esx41960672,Kirovsk-Apatity Airport
http://www.wikidata.org/entity/Q175028,Syracuse Hancock International Airport,node1fm7c69kox25648144,Syracuse Hancock Intl
http://www.wikidata.org/entity/Q17513343,Ólafsfjörður Airport,node1fm5jsk6dx49078935,Ólafsfjörður Airport
http://www.wikidata.org/entity/Q175194,Andahuaylas Airport,node1fltlo5qrx32793112,Andahuaylas Airport
http://www.wikidata.org/entity/Q175194,Andahuaylas Airport,node1fltloln5x36766138,Andahuaylas Airport
http://www.wikidata.org/entity/Q175194,Andahuaylas Airport,node1fltooqjhx26979535,Andahuaylas Airport
http://www.wikidata.org/entity/Q175194,Andahuaylas Airport,node1fltop454x27014833,Andahuaylas Airport
http://www.wikidata.org/entity/Q175194,Andahuaylas Airport,node1fm28shfdx48863201,Andahuaylas Airport
http://www.wikidata.org/entity/Q175194,Andahuaylas Airport,node1fm28u3phx52527293,Andahuaylas Airport
http://www.wikidata.org/entity/Q175194,Andahuaylas Airport,node1fm28u9vsx36415558,Andahuaylas Airport
http://www.wikidata.org/entity/Q175194,Andahuaylas Airport,node1fm7c5ro1x80765724,Andahuaylas Airport
http://www.wikidata.org/entity/Q17521,Bankstown Airport,node1fm00fiocx15454365,Bankstown
http://www.wikidata.org/entity/Q17526,Bourke Airport,node1fm00f9oix3319311,Bourke Airport
http://www.wikidata.org/entity/Q17528,Broken Hill Airport,node1fm0j503fx46420992,Broken Hill Airport
http://www.wikidata.org/entity/Q17542,Dubbo City Regional Airport,node1fltop7vpx37163542,Dubbo Airport
http://www.wikidata.org/entity/Q17547,Griffith Airport,node1fltop24gx61577859,Griffith Airport (GFF)
http://www.wikidata.org/entity/Q17547,Griffith Airport,node1fma02gmox16295364,Griffith
http://www.wikidata.org/entity/Q1754749,Jackson Hole Airport,node1flvnjf0sx56692757,Jackson Hole
http://www.wikidata.org/entity/Q17549,Hay Airport,node1fm19d8lbx69327996,Hay Airport
http://www.wikidata.org/entity/Q17552,Kempsey Airport,node1fm28ttkgx42091108,Kempsey Airport
http://www.wikidata.org/entity/Q17559,Lord Howe Island Airport,node1fm0j4tukx30789070,Lord Howe Island
http://www.wikidata.org/entity/Q17559,Lord Howe Island Airport,node1fm28trcfx16021438,Lord Howe Island Airport
http://www.wikidata.org/entity/Q17560,Merimbula Airport,node1fltloln5x71541919,Merimbula Airport (MIM)
http://www.wikidata.org/entity/Q17561,Moree Airport,node1flticrg4x16765903,Moree Airport
http://www.wikidata.org/entity/Q17562,Moruya Airport,node1fltoop9kx83902554,Moruya Airport
http://www.wikidata.org/entity/Q17564,Mudgee Airport,node1fltop9u6x106315635,Mudgee Airport
http://www.wikidata.org/entity/Q17567,Scottsdale Airport,node1fm19d7ddx57592168,Scottsdale
http://www.wikidata.org/entity/Q17569,Narromine Airport,node1fm28u5fox10898615,Narromine Airport
http://www.wikidata.org/entity/Q1756906,Nepalgunj Airport,node1flvnj7j9x23654768,Nepalgunj Airport
http://www.wikidata.org/entity/Q17570,Newcastle Airport,node1fltop289x5849312,Newcastle Airport (Williamtown)
http://www.wikidata.org/entity/Q17573,Orange Airport,node1flu99up2x54684293,Orange Airport
http://www.wikidata.org/entity/Q17576,Port Macquarie Airport,node1fltopctkx84241161,Port Macquarie Airport
http://www.wikidata.org/entity/Q17578,Quirindi Airport,node1fltlodlkx43393833,Quirindi Airport
http://www.wikidata.org/entity/Q17581,Sydney Airport,node1fltlo3l6x56909236,Sydney Airport (SYD)
http://www.wikidata.org/entity/Q17581,Sydney Airport,node1fm00fdn1x62500511,Аэропорт имени Кингсфорда Смита
http://www.wikidata.org/entity/Q17581,Sydney Airport,node1fm0j59psx31642107,Kingsford Smith Intl
http://www.wikidata.org/entity/Q17581,Sydney Airport,node1fm500qnox92911911,Аэропорт имени Кингсфорда Смита
http://www.wikidata.org/entity/Q17581,Sydney Airport,node1fm7rkrdmx25493926,Sydney Airport
http://www.wikidata.org/entity/Q17593,Tumut Airport,node1fm19ddrnx94870327,Tumut Airport
http://www.wikidata.org/entity/Q17595,Wagga Wagga Airport,node1fltlnqgex110552446,Wagga Wagga Airport
http://www.wikidata.org/entity/Q17595,Wagga Wagga Airport,node1flvnjgolx8458760,Wagga Wagga Airport (WGA)
http://www.wikidata.org/entity/Q17597,Walgett Airport,node1fm28u5fox43475858,Walgett Airport
http://www.wikidata.org/entity/Q17597,Walgett Airport,node1fm28uaehx38339209,Walgett Airport
http://www.wikidata.org/entity/Q17597,Walgett Airport,node1fm5jsp2qx5256211,Walgett Airport
http://www.wikidata.org/entity/Q17603,West Wyalong Airport,node1fm19d41rx120862018,West Wyalong Airport
http://www.wikidata.org/entity/Q17607,Bathurst Island Airport,node1fltibrmjx21717502,Bathurst Island Airport
http://www.wikidata.org/entity/Q17609,Darwin International Airport,node1fltlnqgex53522406,Darwin International Airport
http://www.wikidata.org/entity/Q17610,Elcho Island Airport,node1fm28u8glx30469109,Elcho Island
http://www.wikidata.org/entity/Q17612,Groote Eylandt Airport,node1fltop3q8x73227085,Alyangula
http://www.wikidata.org/entity/Q17613,Kalkgurung Airport,node1fm28tpkdx5817579,Kalkgurung Airport
http://www.wikidata.org/entity/Q17621,Ramingining Airport,node1fm28siovx746923,Ramingining Airport
http://www.wikidata.org/entity/Q17624,Ayers Rock Airport,node1fm5043eux85552870,Ayers Rock Airport
http://www.wikidata.org/entity/Q176576,Capitán Oriel Lea Plaza Airport,node1fm28u1a4x26282250,Capitán Oriel Lea Plaza Airport
http://www.wikidata.org/entity/Q17704,Hong Kong International Airport,node1fltibpuix49105871,Hong Kong Intl
http://www.wikidata.org/entity/Q17704,Hong Kong International Airport,node1flvniu90x119909960,Hong Kong International Airport
http://www.wikidata.org/entity/Q17704,Hong Kong International Airport,node1fm19dcv3x20096132,Hong Kong Intl
http://www.wikidata.org/entity/Q17704,Hong Kong International Airport,node1fm5jso9ex720574,Hong Kong International Airport
http://www.wikidata.org/entity/Q177473,Fukushima Airport,node1fm7c62d7x72816636,Fukushima
http://www.wikidata.org/entity/Q177689,Kotoka International Airport,node1fm19d86nx76748391,Kotoka International Airport
http://www.wikidata.org/entity/Q177689,Kotoka International Airport,node1fm28s7esx2482371,Kotoka International Airport
http://www.wikidata.org/entity/Q177689,Kotoka International Airport,node1fm28shnrx2381825,Kotoka International Airport
http://www.wikidata.org/entity/Q177689,Kotoka International Airport,node1fm28shnrx2381829,Kotoka International Airport
http://www.wikidata.org/entity/Q177689,Kotoka International Airport,node1fm28uaahx2528665,Kotoka International Airport
http://www.wikidata.org/entity/Q177689,Kotoka International Airport,node1fm5jst9sx30273740,Kotoka International Airport
http://www.wikidata.org/entity/Q177689,Kotoka International Airport,node1fma027u1x11791798,Kotoka International Airport
http://www.wikidata.org/entity/Q178021,Dublin Airport,node1fltloeg3x11121433,Dublin Airport
http://www.wikidata.org/entity/Q178021,Dublin Airport,node1fltloeg3x98304635,Dublin Airport
http://www.wikidata.org/entity/Q178021,Dublin Airport,node1fltop84cx27833610,Dublin
http://www.wikidata.org/entity/Q178021,Dublin Airport,node1flvnjas1x54528258,Dublin Airport (DUB)
http://www.wikidata.org/entity/Q178021,Dublin Airport,node1flvnjktvx70021121,Dublin Airport
http://www.wikidata.org/entity/Q178021,Dublin Airport,node1fm00f75qx95649212,Dublin Airport
http://www.wikidata.org/entity/Q178021,Dublin Airport,node1fm0o4b15x3523097,Dublin Airport
http://www.wikidata.org/entity/Q178021,Dublin Airport,node1fm5jsrrux10262824,Dublin
http://www.wikidata.org/entity/Q1781135,Ellison Onizuka Kona International Airport,node1flu5h5i2x5728564,Kona International Airport
http://www.wikidata.org/entity/Q178162,Graz Airport,node1fltlo7a0x99179162,Graz Airport (GRZ)
http://www.wikidata.org/entity/Q178162,Graz Airport,node1fltoou28x47395627,Graz
http://www.wikidata.org/entity/Q178162,Graz Airport,node1fm00fg15x49704048,Graz Airport
http://www.wikidata.org/entity/Q178162,Graz Airport,node1fm7rkqj1x22673775,Graz
http://www.wikidata.org/entity/Q1785757,Maxwell Air Force Base,node1fltopaq4x106969983,Maxwell Air Force Base
http://www.wikidata.org/entity/Q17894,Ararat airport,node1flvnjcu1x99552026,Ararat Airport
http://www.wikidata.org/entity/Q17901,Bairnsdale Airport,node1fm7c5nb8x27791922,Bairnsdale Airport
http://www.wikidata.org/entity/Q17933,Hopetoun Airport,node1fm7c5tn5x60319366,Hopetoun Airport
http://www.wikidata.org/entity/Q17988856,Iturup Airport,node1fm7c5i5vx53362654,Iturup
http://www.wikidata.org/entity/Q180129,Manchester–Boston Regional Airport,node1fm7c5o0ox77044705,Manchester
http://www.wikidata.org/entity/Q180464,Afonso Pena International Airport,node1fltop1u7x31320647,Afonso Pena Intl
http://www.wikidata.org/entity/Q181479,Ben Gurion Airport,node1fm501hdmx34386914,Аэропорт имени Бен-Гуриона
http://www.wikidata.org/entity/Q181479,Ben Gurion Airport,node1fm7rl3o4x35612784,Ben Gurion Airport
http://www.wikidata.org/entity/Q18155175,North Vernon Airport,node1fm7c5l38x102820843,North Vernon Airport
http://www.wikidata.org/entity/Q182132,Pointe Vele Airport,node1fltlodlkx32269420,Pointe Vele Airport
http://www.wikidata.org/entity/Q182132,Pointe Vele Airport,node1fltlogv1x32558572,Pointe Vele Airport
http://www.wikidata.org/entity/Q182132,Pointe Vele Airport,node1fltlokhex32012390,Pointe Vele Airport
http://www.wikidata.org/entity/Q182132,Pointe Vele Airport,node1fltlp4uvx32353761,Pointe Vele Airport
http://www.wikidata.org/entity/Q182132,Pointe Vele Airport,node1fltlp8eux32433719,Pointe Vele Airport
http://www.wikidata.org/entity/Q182789,Vadsø Airport,node1fltop9u6x84026621,Vadsø Airport
http://www.wikidata.org/entity/Q1827937,Kengtung Airport,node1fltopdr0x100983053,Kengtung Airport
http://www.wikidata.org/entity/Q1827937,Kengtung Airport,node1fm28u1m7x69318465,Keng Tung
http://www.wikidata.org/entity/Q183494,Johan Adolf Pengel International Airport,node1fm19dnsjx75224899,Johan Adolf Pengel International Airport
http://www.wikidata.org/entity/Q1835496,Punta Gorda Airport,node1fm28u38tx36851038,Punta Gorda Airport (PGD)
http://www.wikidata.org/entity/Q1835496,Punta Gorda Airport,node1fm28ul3rx712592,Charlotte County Airport
http://www.wikidata.org/entity/Q1835496,Punta Gorda Airport,node1fm5010pmx27556197,Punta Gorda
http://www.wikidata.org/entity/Q1835609,Chan Gurney Municipal Airport,node1fltlnoh1x99541868,Chan Gurney Municipal Airport
http://www.wikidata.org/entity/Q1836219,Charleston Executive Airport,node1fm28u7u7x31698071,Charleston Executive Airport
http://www.wikidata.org/entity/Q1836302,Charlotte-Monroe Executive Airport,node1flvnjb16x61945222,Charlotte-Monroe Executive
http://www.wikidata.org/entity/Q1836424,CFB Comox,node1fltlo9m7x104727643,Comox Airport
http://www.wikidata.org/entity/Q1836596,Chapleau Airport,node1fltop7vpx93480928,Chapleau Airport
http://www.wikidata.org/entity/Q1837066,Chachapoyas Airport,node1fm500u0bx103330466,Chachapoyas Airport
http://www.wikidata.org/entity/Q1837066,Chachapoyas Airport,node1fm7c5lrqx46731136,Chachapoyas Airport
http://www.wikidata.org/entity/Q1837127,Chachoan Airport,node1fm7rkqj1x59442575,Chachoan Airport
http://www.wikidata.org/entity/Q1837634,Charles Prince Airport,node1fltlo507x36917052,Charles Prince
http://www.wikidata.org/entity/Q1837643,Charlottesville Albemarle Airport,node1fm0j4ue7x34926714,Charlottesville-Albemarle
http://www.wikidata.org/entity/Q18386572,Kabalo Airport,node1fm0j520jx41631986,Kabalo Airport
http://www.wikidata.org/entity/Q18392857,Quthing Airport,node1fltibng1x16202263,Quthing Airport
http://www.wikidata.org/entity/Q18393707,Reao Airport,node1fltop3q8x105027387,Reao Airport
http://www.wikidata.org/entity/Q1843329,Ugolny Airport,node1fm19dfivx89559554,Anadyr Ugolny Airport
http://www.wikidata.org/entity/Q18472169,Cachoeira do Sul Airport,node1fm19d5e3x97731601,Cachoeira do Sul Airport
http://www.wikidata.org/entity/Q18472205,Canela Airport,node1fltlpihhx115869913,Canela Airport
http://www.wikidata.org/entity/Q18472241,Carazinho Airport,node1fm28sdgdx5818129,Carazinho Airport
http://www.wikidata.org/entity/Q18472327,Curitibanos Airport,node1fluchoapx60169665,Curitibanos Airport
http://www.wikidata.org/entity/Q18472357,Dracena Airport,node1fltlo0fdx117750215,Dracena Airport
http://www.wikidata.org/entity/Q18472372,Floriano Airport,node1fltlo0igx42810096,Cangapara Airport
http://www.wikidata.org/entity/Q18472652,Picos Airport,node1flu5h5i2x5957033,Picos Airport
http://www.wikidata.org/entity/Q18473762,Votuporanga Airport,node1fm19d10vx95495989,Votuporanga Airport
http://www.wikidata.org/entity/Q1847867,Noyabrsk Airport,node1fltopg4ox38080357,Noyabrsk Airport
http://www.wikidata.org/entity/Q18563,Kerang Airport,node1fm7rl8etx66330349,Kerang Airport
http://www.wikidata.org/entity/Q1858312,Barnaul Airport,node1fm28ume9x20732993,Barnaul Airport
http://www.wikidata.org/entity/Q186457,Sabadell Airport,node1fltlo3l6x109596833,Sabadell Airport
http://www.wikidata.org/entity/Q1877066,Kumasi Airport,node1fm28u0vgx39129879,Kumasi Airport
http://www.wikidata.org/entity/Q1880024,Fatmawati Soekarno Airport,node1fltootgtx117823406,Padang Kemiling Airport (Fatmawati Soekarno Airport)
http://www.wikidata.org/entity/Q1881702,Hammerfest Airport,node1fltlnqgex49054604,Hammerfest Airport
http://www.wikidata.org/entity/Q1881702,Hammerfest Airport,node1fltop290x109809485,Hammerfest
http://www.wikidata.org/entity/Q1914256,Ängelholm-Helsingborg Airport,node1flu60cn7x87893344,Ängelholm-Helsingborg Airport (former ICAO code: ESDB)
http://www.wikidata.org/entity/Q1915140,Scatsta Airport,node1fm0j5tabx48703536,Scatsta Airport
http://www.wikidata.org/entity/Q1919474,Bojnord Airport,node1fm5018vcx65653516,Bojnord Airport
http://www.wikidata.org/entity/Q1922577,"Fagernes Airport, Leirin",node1fm19d86nx91971805,"Fagernes Airport, Leirin"
http://www.wikidata.org/entity/Q1927143,Sittwe Airport,node1fm0j4ve6x27658869,Sittwe Airport
http://www.wikidata.org/entity/Q1927187,Pangsuma Airport,node1fltootgtx90393110,Pangsuma Airport
http://www.wikidata.org/entity/Q1927261,Komodo Airport,node1fltootgtx104654948,Komodo Airport
http://www.wikidata.org/entity/Q1927310,Yoron Airport,node1fltlnrmex48111224,Yoron Airport
http://www.wikidata.org/entity/Q1927323,Shonai Airport,node1fm28tv0lx51756876,Shonai Airport
http://www.wikidata.org/entity/Q192733,Sheremetyevo International Airport,node1fltlnqgex11295513,Sheremetyevo International Airport
http://www.wikidata.org/entity/Q192733,Sheremetyevo International Airport,node1fltlnsqsx38563057,Moscow Sheremetyevo Alexander S. Pushkin Intl
http://www.wikidata.org/entity/Q192733,Sheremetyevo International Airport,node1fltlo0l5x124091468,Sheremetyevo International Airport
