id,title,author
Q28075763,Policy Issues in the Clinical Development and Use of Immunotherapy for Cancer Treatment: Proceedings of a Workshop,"National Academies of Sciences, Engineering, and Medicine"
Q280778,Il teatro alla moda,Benedetto Marcello
Q28077928,Global Health Impacts of Vector-Borne Diseases: Workshop Summary,"National Academies of Sciences, Engineering, and Medicine"
Q28078091,Global Health Risk Framework: Research and Development of Medical Products: Workshop Summary,"National Academies of Sciences, Engineering, and Medicine"
Q28078091,Global Health Risk Framework: Research and Development of Medical Products: Workshop Summary,National Academy of Medicine
Q28079298,Rapid Medical Countermeasure Response to Infectious Diseases: Enabling Sustainable Capabilities Through Ongoing Public- and Private-Sector Partnerships: Workshop Summary,"National Academies of Sciences, Engineering, and Medicine"
Q28091543,The Walnut Mansion,Miljenko Jergović
Q28092979,David of Sassoun,Hovhannes Tumanyan
Q28092998,Akhtamar,Hovhannes Tumanyan
Q28093038,Maro,Hovhannes Tumanyan
Q28093141,Գրականությանը ազգային պաշտպանություն պետք է լինի,Hovhannes Tumanyan
Q28098173,In the Country We Love,Diane Guerrero
Q28099848,The Torso,Helene Tursten
Q28104530,Gian Lorenzo Bernini: the sculptor of the Roman baroque,Rudolf Wittkower
Q28111200,Récits d'une tante,Adèle d'Osmond
Q28113128,D'Holbach's Coterie : An Enlightenment in Paris,Alan Charles Kors
Q28113582,Dear Zoo,Rod Campbell
Q28113712,"Lessons from America : liberal French nobles in exile, 1793-1798",Doina Pasca Harsanyi
Q28119710,Märchenalmanach auf das Jahr 1828,Wilhelm Hauff
Q28120888,A legsötétebb Európa,Franz Nopcsa von Felső-Szilvás
Q28122635,The Little Book of Bigger Primes,Paulo Ribenboim
Q28124093,Star Wars: Thrawn,Timothy Zahn
Q28125922,Stepping-Stones,Leonid Andreyev
Q28126465,On the Five Sevens,Hugh of Saint Victor
Q28127550,Universal Harvester,John Darnielle
Q28127676,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson
Q28127684,The Last Master Outlaw,Thomas J. Colbert
Q28127686,Rather Be the Devil,Ian Rankin
Q28127688,The Legend of Lakshmi Prasad,Twinkle Khanna
Q28127692,The Dark Circle,Linda Grant
Q28127714,The Sword of Thongor,Robert M. Price
Q28127718,The Princess Diarist,Carrie Fisher
Q28127720,Moonglow: A Novel,Michael Chabon
Q28127721,Settle for More,Megyn Kelly
Q28127725,Beyond Frontiers,Christopher Forrester
Q28127736,Truevine,Beth Macy
Q28127772,Age of Myth,Michael J. Sullivan
Q28127814,Star Wars: Ahsoka,E. K. Johnston
Q28127817,The Nightmare Stacks,Charles Stross
Q28127819,Another Day in the Death of America,Gary Younge
Q28127833,Tamil Tigers' Debt to America,Daya Gamage
Q28127837,Working Class Boy,Jimmy Barnes
Q28127843,It Gets Worse: A Collection of Essays,Shane Dawson
Q28127847,Madonnaland,Alina Simone
Q28127857,Lust & Wonder: A Memoir,Augusten Burroughs
Q28128900,Troublemaker: Surviving Hollywood and Scientology,Leah Remini
Q28128906,Cometh the Hour,Jeffrey Archer
Q28128917,How to Fly a Horse,Kevin Ashton
Q28128919,Grandmother Fish,Jonathan Tweet
Q28128924,St. Marks Is Dead,Ada Calhoun
Q28128929,Corbyn: The Strange Rebirth of Radical Politics,Richard Seymour
Q28128931,"Ketzel, the Cat who Composed",Lesléa Newman
Q28128936,Rules for a Knight,Ethan Hawke
Q28129002,Raising Race Questions,Ali Michael
Q28129011,Thirteen Soldiers,John McCain
Q28129039,The Tightrope Walkers,David Almond
Q28129045,The Necessity of Secularism: Why God Can’t Tell Us What to Do,Ronald A. Lindsay
Q28130214,Tell Me a Riddle,Tillie Olsen
Q28130310,Huck's Raft,Steven Mintz
Q28130386,The Encyclopaedia of Korea,Yang Hi Choe-Wall
Q28130469,Bury Me Standing: The Gypsies and Their Journey,Isabel Fonseca
Q28130627,Rain Without Thunder,Gary L. Francione
Q28133183,1 × 1,E. E. Cummings
Q28134001,Eve,William P. Young
Q28134041,Secrets of Deltora,Jennifer Rowe
Q28134291,The Witch's Thorn,Ruth Park
Q28134390,The Big Picture,Sean M. Carroll
Q28134454,Working Together: Why Great Partnerships Succeed,Michael Eisner
Q28134463,Work In Progress,Michael Eisner
Q28134610,All Tomorrows,C. M. Kosemen
Q28134611,The Art of Biblical Narrative,Robert Alter
Q28134715,The Steep Ascent,Anne Morrow Lindbergh
Q28134892,Sesame Street,Norman Stiles
Q28134957,Children of Light,Robert Stone
Q28135288,Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,Ha-Joon Chang
Q28135604,You Can't Get Lost in Cape Town,Zoë Wicomb
Q28135706,Tanks Break Through!,Alfred Ingemar Berndt
Q28135718,The World Is Curved,David Smick
Q28135786,The Power,Naomi Alderman
Q28135852,American Visions: The Epic History of Art in America,Robert Hughes
Q28135931,Fly West,Ivan Southall
Q28136047,1915: A Novel of Gallipoli,Roger McDonald
Q28136173,This Is How,Augusten Burroughs
Q28136234,Take It Like a Man,Boy George
Q28136336,Syd Sixpence,Joan Lindsay
Q28136342,Ten Little Fingers and Ten Little Toes,Mem Fox
Q28136378,Reading Magic,Mem Fox
Q28136403,Tough Boris,Mem Fox
Q28136488,Black Noise: Rap Music and Black Culture in Contemporary America,Tricia Rose
Q28136506,The Flower of Gloster,E. Temple Thurston
Q28136506,The Flower of Gloster,Ernest Charles Temple Thurston
Q28136586,The Prevention of Genocide,Leo Kuper
Q28136591,In the Shadow of the Silent Majorities,Jean Baudrillard
Q28136652,Children of the Fleet,Orson Scott Card
Q28136757,Lump of Sun,Zaim Topčić
Q28136777,Hiding in Hip-Hop: On the Down Low in the Entertainment Industry—from Music to Hollywood,Terrance Dean
Q28136784,Black Snows,Zaim Topčić
Q28136786,"I, Danilo",Derviš Sušić
Q28136950,The Tales of Uncle Remus: the Adventures of Brer Rabbit,Julius Lester
Q28137041,Notes on the Cinematographer,Robert Bresson
Q28137054,Tears We Cannot Stop: A Sermon to White America,Michael Eric Dyson
Q28137055,Turn Off Your Mind,Gary Lachman
Q28137567,"Noticias históricas de las tres provincias vascongadas en que se procura investigar el estado civil antiguo de Álava, Guipúzcoa y Vizcaya, y el origen de sus fueros. Parte II, Origen de sus fueros",Juan Antonio Llorente
Q28146468,Nate the Great and the Lost List,Marjorie W. Sharmat
Q28146540,The Great Prostate Hoax,Richard J. Ablin
Q28146573,This Moose Belongs to Me,Oliver Jeffers
Q28146970,Universe Day,Barry N. Malzberg
Q28147007,Before Morning,Joyce Sidman
Q28147024,Nate the Great Goes Undercover,Marjorie W. Sharmat
Q28147038,An Aristocratic Detective,Richard Marsh
Q28147151,Bjørneæt,Carit Etlar
Q28148899,"Allah, Liberty and Love – The Courage to Reconcile Faith and Freedom",Irshad Manji
Q28149648,The Princess’ Blankets,Carol Ann Duffy
Q28149650,Ik juich voor jou,Edward van de Vendel
Q28150160,Quatrains of Tumanyan,Hovhannes Tumanyan
Q28150339,Nazar the Brave,Mkrtich Sargsyan
Q28151539,Bosnia: A Short History,Noel Malcolm
Q28152037,Tanamera: A Novel of Singapore,Noel Barber
Q28153200,Captain Canot,Brantz Mayer
Q28153327,Capitaine Canot or twenty years of an african slaver,Théophilus Conneau (Capitaine)
Q28153327,Capitaine Canot or twenty years of an african slaver,Théodore Canot
Q28153327,Capitaine Canot or twenty years of an african slaver,Brantz Mayer
Q28154104,"June 30th, June 30th",Richard Brautigan
Q28154161,The Stone Flower,Pavel Bazhov
Q28154528,Serge Panine,Georges Ohnet
Q28154819,Creating a Role,Constantin Stanislavski
Q28154819,Creating a Role,Konstantin Stanislavski
Q28155665,Putin's Kleptocracy,Karen Dawisha
Q28162637,Our Revolution: A Future to Believe In,Bernie Sanders
Q28163693,Ford Nation,Rob Ford
Q28166701,Kuka vartijoita vartioi,Leena Lander
Q28168008,Lettre de la Société des amis de la liberté et de l'égalité,Jacobin
Q28169351,The Orion,Bal Gangadhar Tilak
Q28171836,Tattvacintāmaṇi,Gangesha Upadhyaya
Q28178704,Eclipse of the Sun,Phil Whitaker
Q28179912,I'm Not Stressed,Deanne Pandey
Q281828,De amore,Andreas Capellanus
Q28184079,To the Wild Sky,Ivan Southall
Q28184491,Juino,Binita Baral
Q2818471,813,Maurice Leblanc
Q28186706,BLIZZARD! The Storm That Changed America,Jim Murphy
Q28186708,The Colossus of New York,Colson Whitehead
Q28186867,How Long Is Forever?,Tie Ning
Q28186949,My Beautiful Enemy,Sherry Thomas
Q28187188,Concise Dictionary of Spoken Chinese,Chao Yuen Ren
Q28187370,Lin Yutang's Chinese-English Dictionary of Modern Usage,Lin Yutang
Q28195085,Len Deighton's London Dossier,Len Deighton
Q28195297,Chance Survivor,Andrew Karpati Kennedy
Q28196091,The Arab Awakening,George Antonius
Q281969,Bandamanna saga,anonymous
Q28196920,Tapia,Martín Pérez Ibarra
Q28197270,Bitter in the Mouth,Monique Truong
Q2819737,A Fan's Notes,Frederick Exley
Q28206309,Sizzling Sixteen,Janet Evanovich
Q28206785,Behind the Backlash: Muslim Americans after 9/11,Lori Peek
Q28209028,The Nothing Man,Jim Thompson
Q282181,Joseph and His Brothers,Thomas Mann
Q2821976,Intelligent Log,Anton Chekhov
Q28219873,Lambs To The Slaughter,Graham Yallop
Q28219917,Usher's Passing,Robert R. McCammon
Q28220080,The Small One,Charles Tazewell
Q28220124,Garabaghname,Mirza Adigozal bey
Q28220148,Night Fall in the Ti-Tree,Violet Teague
Q28220567,The Iron Wall: Zionist Revisionism from Jabotinsky to Shamir,Lenni Brenner
Q28220613,51 Documents: Zionist Collaboration with the Nazis,Lenni Brenner
Q28220634,Black Liberation and Palestine Solidarity,Lenni Brenner
Q28222009,On the Harmony of Religions and Philosophy,Averroes
Q28223027,Nothing But the Night,John Edward Williams
Q28223098,The Hairdresser of Harare,Tendai Huchu
Q28223414,Ghana Must Go,Taiye Selasi
Q28223902,Reaction Time,Ian Lowe
Q28223991,An Anthology of Australian Verse,Bertram Stevens
Q28224502,Vredens barn,Sara Lidman
Q28224899,"Djibi, the Kitten",Felix Salten
Q28224963,When Jays Fly to Barbmo,Margaret Balderson
Q28224998,The River Flows,F. L. Lucas
Q28225077,The Art of the State,Christopher Hood
Q28225257,Hitler's War in the East 1941−1945,Rolf-Dieter Müller
Q28226091,Arquipélago,Jorge Barbosa
Q28226159,Love of Life & Other Stories,Jack London
Q28226162,My Gal Sunday,Mary Higgins Clark
Q28227980,The Young Man,Botho Strauss
Q28228033,Living Glimmering Lying,Botho Strauss
Q28228053,The Cases That Haunt Us,John Edward Douglas
Q28228147,Aladdin's Problem,Ernst Jünger
Q28228219,No Place of Grace,T. J. Jackson Lears
Q28228318,The Hunter of Fall,Ludwig Ganghofer
Q282284,The Throne of Fire,Rick Riordan
Q28228866,The America We Deserve,Donald Trump
Q28228995,Okay for Now,Gary D. Schmidt
Q28229055,Fear to Tread,Michael Gilbert
Q28229509,"The Hamptons: Food, Family and History",Ricky Lauren
Q28231669,Hidden World,Stanton Arthur Coblentz
Q28232432,Death and Nightingales,Eugene McCabe
Q2823308,Sulphuric Acid,Amélie Nothomb
Q2823437,"Dictionnaire français-anglais des termes relatifs à l’électrotechnique, l’électronique, et aux applications connexes",Henry Piraux
Q28234899,"One Off: The Roads, the Races, the Automobiles of Toly Arutunoff",Anatoly A. Arutunoff
Q2827384,Youth,Isaac Asimov
Q28289199,Immunization Safety Review: Vaccines and Autism,National Academy of Medicine
Q2829212,Fath al-Bari,Ibn Hajar al-Asqalani
Q28306,A Dance with Dragons,George R. R. Martin
Q28312017,Oathbringer,Brandon Sanderson
Q28312032,The Heart of What Was Lost,Tad Williams
Q28312132,Lucky Boy,Shanthi Sekaran
Q28312300,Fall of Light,Steven Erikson
Q28312340,League of Dragons,Naomi Novik
Q28324890,Carve the Mark,Veronica Roth
Q28339012,The Opium Smugglers,Ion Idriess
Q28340797,Shadows of the Workhouse,Jennifer Worth
Q28340813,The life and Strange Surprizing Adventures of Robinson Crosoe,Robinson Crusoe
Q28340813,The life and Strange Surprizing Adventures of Robinson Crosoe,Daniel Defoe
Q28343487,De Bare'e-sprekende Toradja's van Midden-Celebes,Nicolaus Adriani
Q28343487,De Bare'e-sprekende Toradja's van Midden-Celebes,Albert Christian Kruyt
Q2835327,The Bible—God's Word or Man's?,Watch Tower Bible and Tract Society of Pennsylvania
Q28361642,Tennessee Place Names,Larry L. Miller
Q28361922,Russian Disco,Wladimir Kaminer
Q28362020,The woodchuck hunt,Ulrich Becher
Q28364917,"A Classical Adventure: The Architectural History of Downing College, Cambridge",Tim Rawle
Q28365356,Scandal of Spring,Martin Boyd
Q28365401,The Lemon Farm,Martin Boyd
Q28365404,Spring Came On Forever,Bess Streeter Aldrich
Q28365513,Sister of the Road,Ben Reitman
Q28365515,Daughters and Sons,Ivy Compton-Burnett
Q28365554,Listen! The Wind,Anne Morrow Lindbergh
Q28365558,Doctor Dido,F. L. Lucas
Q28368716,Scientists Against Time,James Phinney Baxter III
Q28368740,History of the American Frontier,Frederic L. Paxson
Q28368741,In the Days of McKinley,Margaret Leech
Q28368742,Art and Life in America,Oliver Waterman Larkin
Q28368827,Hammer and Hoe,Robin Kelley
Q28370571,Letters (Sidonius Apollinaris),Sidonius Apollinaris
Q2837102,Sonnet 88,William Shakespeare
Q28371197,The Great Revolution in Pitcairn,Mark Twain
Q28371816,The Recent Great French Duel,Mark Twain
Q28371847,Experience of the McWilliamses with Membranous Croup,Mark Twain
Q28371887,The Jumping Frog,Mark Twain
Q28371946,About Barbers,Mark Twain
Q28376144,Al-Nass wa l-ijtihad,Abd al-Husayn Sharaf al-Din al-Musawi
Q28381906,The Disney Films,Leonard Maltin
Q2839539,Alphabet of Akiba ben Joseph,Akiva ben Joseph
Q28398091,Hitler: Memoirs of a Confidant,Otto Wagener
Q28401291,Dark Life,Kat Falls
Q28401354,Official Knowledge,Michael W. Apple
Q28401380,De laude Cestrie,Lucian of Chester
Q28401389,Lab Girl,Hope Jahren
Q28401440,The Delicate Dependency,Michael Talbot
Q28401599,The Way the World Works,Nicholson Baker
Q28401635,The Lonely Crossing and Other Poems,Louisa Lawson
Q28401667,Joe Wilson and His Mates,Henry Lawson
Q28401674,Dreams in Flower,Louise Mack
Q28401726,The Wailing Asteroid,Murray Leinster
Q28401747,When Blackbirds Sing,Martin Boyd
Q28401804,Heatwave in Berlin,Dymphna Cusack
Q28401821,A Hell of a Woman,Jim Thompson
Q28402006,The Sun is Not Enough,Dymphna Cusack
Q28402016,The Short Fiction of Norman Mailer,Norman Mailer
Q28402022,At Dawn and Dusk,Victor Daley
Q28402051,Nuns in Jeopardy,Martin Boyd
Q28402098,V.V.'s Eyes,Henry Sydnor Harrison
Q28402152,A Circuit Rider's Wife,Corra May Harris
Q28402416,Red Mutiny: Eleven Fateful Days on the Battleship Potemkin,Neal Bascomb
Q28402447,The Secret Key and Other Verses,George Essex Evans
Q28402621,My Life in Court,Louis Nizer
Q28402623,A Counterfeit Silence: Selected Poems,Randolph Stow
Q28402624,The Half-Burnt Tree,Dymphna Cusack
Q28402661,When Breath Becomes Air,Paul Kalanithi
Q28402680,The Blue Barbarians,Stanton Arthur Coblentz
Q28402754,The Chantic Bird,David Ireland
Q28402819,The Uprooted,Oscar Handlin
Q28402866,The Earthen Floor,E. J. Brady
Q28402896,Dragon Teeth,Michael Crichton
Q28402907,Lay the Marble Tea,Richard Brautigan
Q28402910,The Return of the Rivers,Richard Brautigan
Q28402917,La reina de América,Jorge Majfud
Q28403048,The Pursuit of Justice,Robert F. Kennedy
Q28403299,Time on Fire,Thomas Shapcott
Q28403330,A Dutiful Daughter,Thomas Keneally
Q28403373,Rupetta,Nicole Bourke
Q28403579,Hush!: A Thai Lullaby,Minfong Ho
Q28403617,Dearest Idol,Martin Boyd
Q28403739,Second Firsts,Christina Rasmussen
Q28403853,The Midnight Star,Marie Lu
Q28403880,The Sorcerer's House,Gene Wolfe
Q28403939,The Unicorn and Other Poems,Anne Morrow Lindbergh
Q28404032,Daughter of the Drow,Elaine Cunningham
Q28404033,The Titan of Twilight,Troy Denning
Q28404096,The Canopy of Time,Brian Aldiss
Q28404118,"Blood Red, Sister Rose",Thomas Keneally
Q28404203,Rock War,Robert Muchamore
Q28404363,Culture Against Man,Jules Henry
Q28404523,Squadron Airborne,Elleston Trevor
Q28404550,The Autobiography of William Carlos Williams,William Carlos Williams
Q28404625,13 stories and 13 epitaphs,William T. Vollmann
Q28404629,The Opposite of Fate: A Book of Musings,Amy Tan
Q28404722,Managers of Virtue,David Tyack
Q28404782,Time Bites: Views and Reviews,Doris Lessing
Q28404915,Season in Purgatory,Thomas Keneally
Q28405135,Why Courage Matters,John McCain
Q28405298,Heckedy Peg,Audrey Wood
Q28405556,The Call Of The Wolves,Jim Murphy
Q28405645,The Long Road to GETTYSBURG,Jim Murphy
Q28405674,A Young Patriot: The American Revolution as Experienced by One Boy,Jim Murphy
Q28405761,Across America on an Emigrant Train,Jim Murphy
Q28405818,The Boys' War: Confederate and Union soldiers talk about the Civil War,Jim Murphy
Q28405845,The Good Girls Revolt,Lynn Povich
Q28405893,THE CROSSING: How George Washington Saved the American Revolution,Jim Murphy
Q28405950,Good Queen Bess: The Story of Elizabeth I of England,Diane Stanley
Q28406144,Where Is the Green Sheep?,Mem Fox
Q28406194,The Object-Lesson,Edward Gorey
Q28406249,The Vinegar Works: Three Volumes of Moral Instruction,Edward Gorey
Q28406292,The Dreams That Stuff Is Made of: The Most Astounding Papers of Quantum Physics and How They Shook the Scientific World,Stephen Hawking
Q28406380,Wilfrid Gordon McDonald Partridge,Mem Fox
Q28406528,Slog's Dad,David Almond
Q28406690,All Shadows Fled,Ed Greenwood
Q28406693,War in Tethyr,Victor Milan
Q28406955,The Boy Who Swam With Piranhas,David Almond
Q28406973,The Lives of Children,George Dennison
Q28407091,Mouse Bird Snake Wolf,David Almond
Q28407159,Rebel Alliances,Benjamin Franks
Q28407220,Mirandy and Brother Wind,Patricia McKissack
Q28407285,The Talking Eggs: A Folktale from the American South,Robert D. San Souci
Q28407327,Rabbit Makes a Monkey of Lion,Verna Aardema
Q28407360,Shockaholic,Carrie Fisher
Q28407543,Pretend You're a Cat,Jean Marzollo
Q28407574,The Invisible Gorilla,Christopher Chabris
Q28407574,The Invisible Gorilla,Daniel Simons
Q28407614,Penguins Stopped Play,Harry Thompson
Q28407616,The Man Who Kept His Heart in a Bucket,Sonia Levitin
Q28407741,Seen Dimly before Dawn,Nigel Balchin
Q28407758,The Air-Conditioned Nightmare,Henry Miller
Q28407795,A Field Guide to Lies: Critical Thinking in the Information Age,Daniel Levitin
Q28407829,"The Wehrmacht: History, Myth, Reality",Wolfram Wette
Q28407944,Sam and the Tigers: A New Telling of Little Black Sambo,Julius Lester
Q28408003,John Burnet of Barns,John Buchan
Q28408011,A Lost Lady of Old Years,John Buchan
Q28408025,The Divine and the Decay,Bill Hopkins
Q28408029,Back Blast,Mark Greaney
Q28408055,"Black Cowboy, Wild Horses: A True Story",Julius Lester
Q28408084,A Lodge in the Wilderness,John Buchan
Q28408141,The Runagates Club,John Buchan
Q28408165,The Blanket of the Dark,John Buchan
Q28408192,Céline: A Biography,Frédéric Vitoux
Q28408601,Decoded,Mai Jia
Q28408981,Love Exercise,Jolin Tsai
Q28409410,I Love Super!,Rainie Yang
Q28409410,I Love Super!,Stanley Huang
Q28409410,I Love Super!,Jolin Tsai
Q28409410,I Love Super!,Show Luo
Q28417145,A Concise History of Hong Kong,John M. Carroll
Q28419251,"Kate, the Cat and the Moon",David Almond
Q28419430,Uttarakaanda,S. L. Bhyrappa
Q28419463,The Haunting Hour: Chills in the Dead of Night,R. L. Stine
Q28419532,One Small Step,Reginald Hill
Q28419536,Giants,Isaac Asimov
Q28419564,Kringle,Tony Abbott
Q28419600,Silent Cinema (1895-1930),Pasupuleti Purnachandra Rao
Q28419638,John Henry,Julius Lester
Q28419682,Noah's Ark,Jerry Pinkney
Q28428104,Path and Goal,Ada Cambridge
Q28428106,A Modern Buccaneer,Thomas Alexander Browne
Q28428108,The Woman of Death,Guy Boothby
Q28428110,Dave's Sweetheart,Mary Gaunt
Q28428111,In Strange Company,Guy Boothby
Q28428115,Kirkham's Find,Mary Gaunt
Q28428116,A Cartload of Clay,George Johnston
Q28428138,Deadman's: An Australian Story,Mary Gaunt
Q28428150,Nebula Alert,A. Bertram Chandler
Q28428151,The Rim of Space,A. Bertram Chandler
Q28428197,The Weatherboard Cathedral,Les Murray
Q28428214,In Bad Company and Other Stories,Thomas Alexander Browne
Q28428220,The Lame Dog Man,George Turner
Q28428253,The Dyehouse,Mena Calthorpe
Q28428255,The Cousin from Fiji,Norman Lindsay
Q28428257,The Last Exile,James Aldridge
Q28428267,The Tilted Cross,Hal Porter
Q28428274,Bread and Honey,Ivan Southall
Q28428287,Lillipilly Hill,Eleanor Spence
Q28428300,The Hidden Tide,Roderic Quinn
Q28428301,Antipodes in Shoes,Geoffrey Dutton
Q28428305,Jimmy Brockett,Dal Stivens
Q28428307,All the Room,David Rowbotham
Q28428308,Southmost Twelve,R. D. Fitzgerald
Q28428317,Bicycle and Other Poems,David Malouf
Q28428319,The Sponge Divers,Charmian Clift
Q28428322,Neighbours in a Thicket,David Malouf
Q28428327,The Talking Clothes: Poems,William Hart-Smith
Q28428385,The Bamboo Flute,Garry Disher
Q28428388,Green Grows the Vine,Nancy Cato
Q28429578,The Devastators,Ada Cambridge
Q28429636,The Picnic,Martin Boyd
Q28429640,Wake in Fright,Kenneth Cook
Q28429657,While the Billy Boils,Henry Lawson
Q28429742,A Captive in the Land,James Aldridge
Q28429756,Hombres,Paul Verlaine
Q28429757,Tourmaline,Randolph Stow
Q28429759,The Refuge,Kenneth Mackenzie (author)
Q28429759,The Refuge,Kenneth Mackenzie
Q28429811,The Silver Brumby,Elyne Mitchell
Q28429830,Moses the Lawgiver,Thomas Keneally
Q28429882,Time for Bed,Mem Fox
Q28429903,Closed Casket,Sophie Hannah
Q284451,Dianetics,L. Ron Hubbard
Q28445716,Chaos Monkeys,Antonio García Martínez
Q28445723,Gang Leader for a Day,Sudhir Venkatesh
Q28445730,The Observations,Jane Harris
Q28446721,Apollo's Arrow,David Orrell
Q28446965,Tears for Water: Songbook of Poems and Lyrics,Alicia Keys
Q28447558,In the Palace of Repose,Holly Phillips
Q28447570,At the Edge of Waking,Holly Phillips
Q28448009,"Season of the Witch: Enchantment, Terror, and Deliverance in the City of Love",David Talbot
Q28448170,Let Them Eat Precaution,Jon Entine
Q28448237,Dylan's Visions of Sin,Christopher Ricks
Q28448505,Economyths,David Orrell
Q28448520,The Great Derangement,Amitav Ghosh
Q28448589,The Widow of Bath,Margot Bennett
Q28448671,Escape Velocity: A Charles Portis Miscellany,Charles Portis
Q28448690,My Very First Mother Goose,Iona and Peter Opie
Q28448723,The Random House Book of Mother Goose,Arnold Lobel
Q28448807,"Mouse, Look Out!",Judy Waite
Q28449109,The Riot Within: My Journey from Rebellion to Redemption,Rodney King
Q28449335,My Dad's a Birdman,David Almond
Q28449357,The Boy Who Climbed Into the Moon,David Almond
Q28449366,The Ogre's Wife,Richard Parks
Q28449368,Worshipping Small Gods,Richard Parks
Q28449374,Dark Knight of Karameikos,Timothy Brown
Q28449387,On the Banks of the River of Heaven,Richard Parks
Q28449391,The True Tale of the Monster Billy Dean,David Almond
Q28449394,Yamada Monogatari: Demon Hunter,Richard Parks
Q28449472,Jackdaw Summer,David Almond
Q28449817,Therapeutice Specialis ad Febres Periodicas Perniciosas,Francesco Torti
Q28449917,The Furious Masters,Margot Bennett
Q28449947,"15,000 Miles in a Ketch",Raymond Rallier du Baty
Q28450358,Structural Equations with Latent Variables,Kenneth A. Bollen
Q28450458,Moonshot: The Flight Of Apollo 11,Brian Floca
Q28450637,The Magic Walking Stick,John Buchan
Q28450640,Goin' Someplace Special,Patricia McKissack
Q28450668,Frozen Evolution,Jaroslav Flegr
Q28450711,Brunette Ambition,Lea Michele
Q28450722,Vegetarian Cooking for Everyone,Deborah Madison
Q28450862,On the Postcolony,Achille Mbembe
Q28450891,Destruction and Sorrow Beneath the Heavens,László Krasznahorkai
Q28450979,Sacrifice in the Post-Kantian Tradition,Diego Bubbio
Q28451008,The Free Fishers,John Buchan
Q28451081,Not Safe After Dark,Peter Robinson
Q28451205,1862,Robert Conroy
Q28451340,Five Years,Paul Goodman
Q28451342,It's All in Your Head,Suzanne O'Sullivan
Q28451391,Gestalt Therapy,Fritz Perls
Q28451404,The ONE Thing,Gary W. Keller
Q28451413,The Dead Bird,Margaret Wise Brown
Q28451556,Forces of Nature,Brian Cox
Q28451566,Pasmore,David Storey
Q28451637,Pulse,Julian Barnes
Q28451912,Jernigan,David Gates
Q28451923,As It Happened,David Storey
Q28452086,Something Coming Through,Paul J. McAuley
Q28452096,Influencing Machine,Brooke Gladstone
Q28452202,Children of the Revolution,Peter Robinson
Q28452320,Angels,Denis Johnson
Q28452365,The Iron Throne,Simon Hawke
Q28452476,Out of Bounds,Val McDermid
Q28452520,Starfire,Paul Preuss
Q28452525,Pretty Paper,Willie Nelson
Q28452525,Pretty Paper,David Ritz
Q28452580,The Apocalypse Fire,Dominic Selwood
Q28452587,"Sagwa, the Chinese Siamese Cat",Amy Tan
Q28452645,The Tumor,John Grisham
Q28452737,The Thin Line,Edward Atiyah
Q28452911,The Dollmaker,Harriette Simpson Arnow
Q28452958,The Big Payback,Dan Charnas
Q28452975,The Savage,David Almond
Q28452990,Counting Stars,David Almond
Q28453006,Soho Society,Bernie Katz
Q28453041,Secret Heart,David Almond
Q28453075,"Twinkle, Twinkle, Little Star",Jane Taylor
Q28453105,Three Little Kittens,Jerry Pinkney
Q28453182,The Last President,John Barnes
Q28453187,The Planet of Junior Brown,Virginia Hamilton
Q28453220,Dead Eye,Mark Greaney
Q28453242,Dangerous,Milo Yiannopoulos
Q28453315,Drylongso,Virginia Hamilton
Q28453322,Blood Will Out,Walter Kirn
Q28453323,Back Home,Gloria Jean Pinkney
Q28453415,What the,Monica Crowley
Q28453426,The Philosopher's Stone,Colin Wilson
Q28453459,Autumn,Ali Smith
Q28453462,Mercury,Margot Livesey
Q28453533,Causality,Judea Pearl
Q28453552,The Nightingale,Hans Christian Andersen
Q28453575,When the Music's Over,Peter Robinson
Q28453596,The Price of Love,Peter Robinson
Q28453601,The Little Red Hen,Jerry Pinkney
Q28454958,King of the World,David Remnick
Q28454974,The Lesser Evil,Lenni Brenner
Q28455237,You Must Change Your Life,Peter Sloterdijk
Q28456147,The Abominables,Eva Ibbotson
Q28457557,Stay of Execution,Michael Gilbert
Q28457729,Marchmont,Charlotte Turner Smith
Q28457818,The Kiss,Kathryn Harrison
Q28457942,The Elgin Marbles,Dorothy King
Q28458684,Five Nights at Freddy's: The Twisted Ones.,Kira Breed-Wrisley
Q28458684,Five Nights at Freddy's: The Twisted Ones.,Scott Cawthon
Q28464762,The Violin : Some Account of that Leading Instrument and Its Most Eminent Professors,George Dubourg
Q28464870,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,Margot Lee Shetterly
Q28465379,Esoteric Buddhism,Alfred Percy Sinnett
Q28466215,The Visitors Book,Sophie Hannah
Q28466220,Fortune Smiles,Adam Johnson
Q28469929,Golden Age,Meelis Friedenthal
Q28469952,Language of Angels,Meelis Friedenthal
Q28471685,"A World of Its Own: Race, Labor, and Citrus in the Making of Greater Los Angeles, 1900-1970",Matt Garcia
Q28478857,The Scourge of Venus,H A
Q2848042,Andrey Kolosov,Ivan Turgenev
Q28481263,Walt's People: Volume 9: Talking Disney with the Artists who Knew Him,John Canemaker
Q28481263,Walt's People: Volume 9: Talking Disney with the Artists who Knew Him,Clay Kaytis
Q28481263,Walt's People: Volume 9: Talking Disney with the Artists who Knew Him,John Culhane
